;;;weiblich;männlich;
2007;Vulva (C51);10 - 14;<5;x;
2007;Vulva (C51);15 - 19;<5;x;
2007;Vulva (C51);20 - 24;<5;x;
2007;Vulva (C51);25 - 29;14;x;
2007;Vulva (C51);30 - 34;27;x;
2007;Vulva (C51);35 - 39;53;x;
2007;Vulva (C51);40 - 44;101;x;
2007;Vulva (C51);45 - 49;163;x;
2007;Vulva (C51);50 - 54;161;x;
2007;Vulva (C51);55 - 59;218;x;
2007;Vulva (C51);60 - 64;204;x;
2007;Vulva (C51);65 - 69;345;x;
2007;Vulva (C51);70 - 74;362;x;
2007;Vulva (C51);75 - 79;410;x;
2007;Vulva (C51);80 - 84;383;x;
2007;Vulva (C51);85+;429;x;
2007;Vagina (C52);0 - 4;<5;x;
2007;Vagina (C52);5 - 9;<5;x;
2007;Vagina (C52);10 - 14;<5;x;
2007;Vagina (C52);15 - 19;<5;x;
2007;Vagina (C52);20 - 24;<5;x;
2007;Vagina (C52);25 - 29;<5;x;
2007;Vagina (C52);30 - 34;<5;x;
2007;Vagina (C52);35 - 39;6;x;
2007;Vagina (C52);40 - 44;15;x;
2007;Vagina (C52);45 - 49;21;x;
2007;Vagina (C52);50 - 54;21;x;
2007;Vagina (C52);55 - 59;32;x;
2007;Vagina (C52);60 - 64;31;x;
2007;Vagina (C52);65 - 69;65;x;
2007;Vagina (C52);70 - 74;62;x;
2007;Vagina (C52);75 - 79;72;x;
2007;Vagina (C52);80 - 84;68;x;
2007;Vagina (C52);85+;81;x;
2007;Gebärmutterhals (C53);0 - 4;<5;x;
2007;Gebärmutterhals (C53);5 - 9;<5;x;
2007;Gebärmutterhals (C53);10 - 14;<5;x;
2007;Gebärmutterhals (C53);15 - 19;<5;x;
2007;Gebärmutterhals (C53);20 - 24;26;x;
2007;Gebärmutterhals (C53);25 - 29;155;x;
2007;Gebärmutterhals (C53);30 - 34;261;x;
2007;Gebärmutterhals (C53);35 - 39;565;x;
2007;Gebärmutterhals (C53);40 - 44;745;x;
2007;Gebärmutterhals (C53);45 - 49;691;x;
2007;Gebärmutterhals (C53);50 - 54;523;x;
2007;Gebärmutterhals (C53);55 - 59;462;x;
2007;Gebärmutterhals (C53);60 - 64;322;x;
2007;Gebärmutterhals (C53);65 - 69;421;x;
2007;Gebärmutterhals (C53);70 - 74;331;x;
2007;Gebärmutterhals (C53);75 - 79;253;x;
2007;Gebärmutterhals (C53);80 - 84;230;x;
2007;Gebärmutterhals (C53);85+;252;x;
2007;Gebärmutterkörper (C54-C55);0 - 4;<5;x;
2007;Gebärmutterkörper (C54-C55);5 - 9;<5;x;
2007;Gebärmutterkörper (C54-C55);10 - 14;<5;x;
2007;Gebärmutterkörper (C54-C55);15 - 19;<5;x;
2007;Gebärmutterkörper (C54-C55);20 - 24;5;x;
2007;Gebärmutterkörper (C54-C55);25 - 29;7;x;
2007;Gebärmutterkörper (C54-C55);30 - 34;37;x;
2007;Gebärmutterkörper (C54-C55);35 - 39;83;x;
2007;Gebärmutterkörper (C54-C55);40 - 44;207;x;
2007;Gebärmutterkörper (C54-C55);45 - 49;437;x;
2007;Gebärmutterkörper (C54-C55);50 - 54;811;x;
2007;Gebärmutterkörper (C54-C55);55 - 59;1.254;x;
2007;Gebärmutterkörper (C54-C55);60 - 64;1.477;x;
2007;Gebärmutterkörper (C54-C55);65 - 69;2.221;x;
2007;Gebärmutterkörper (C54-C55);70 - 74;1.920;x;
2007;Gebärmutterkörper (C54-C55);75 - 79;1.594;x;
2007;Gebärmutterkörper (C54-C55);80 - 84;1.148;x;
2007;Gebärmutterkörper (C54-C55);85+;903;x;
2007;Eierstöcke (C56);0 - 4;<5;x;
2007;Eierstöcke (C56);5 - 9;<5;x;
2007;Eierstöcke (C56);10 - 14;6;x;
2007;Eierstöcke (C56);15 - 19;31;x;
2007;Eierstöcke (C56);20 - 24;20;x;
2007;Eierstöcke (C56);25 - 29;50;x;
2007;Eierstöcke (C56);30 - 34;64;x;
2007;Eierstöcke (C56);35 - 39;176;x;
2007;Eierstöcke (C56);40 - 44;299;x;
2007;Eierstöcke (C56);45 - 49;564;x;
2007;Eierstöcke (C56);50 - 54;596;x;
2007;Eierstöcke (C56);55 - 59;827;x;
2007;Eierstöcke (C56);60 - 64;884;x;
2007;Eierstöcke (C56);65 - 69;1.318;x;
2007;Eierstöcke (C56);70 - 74;1.288;x;
2007;Eierstöcke (C56);75 - 79;1.092;x;
2007;Eierstöcke (C56);80 - 84;901;x;
2007;Eierstöcke (C56);85+;804;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);0 - 4;<5;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);5 - 9;<5;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);10 - 14;<5;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);15 - 19;<5;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);20 - 24;<5;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);25 - 29;<5;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);30 - 34;<5;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);35 - 39;6;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);40 - 44;13;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);45 - 49;26;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);50 - 54;43;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);55 - 59;40;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);60 - 64;68;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);65 - 69;118;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);70 - 74;106;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);75 - 79;91;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);80 - 84;86;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);85+;84;x;
2007;Plazenta (C58);0 - 4;<5;x;
2007;Plazenta (C58);5 - 9;<5;x;
2007;Plazenta (C58);10 - 14;<5;x;
2007;Plazenta (C58);15 - 19;<5;x;
2007;Plazenta (C58);20 - 24;<5;x;
2007;Plazenta (C58);25 - 29;<5;x;
2007;Plazenta (C58);30 - 34;<5;x;
2007;Plazenta (C58);35 - 39;<5;x;
2007;Plazenta (C58);40 - 44;<5;x;
2007;Plazenta (C58);45 - 49;<5;x;
2007;Plazenta (C58);50 - 54;<5;x;
2007;Plazenta (C58);55 - 59;<5;x;
2007;Plazenta (C58);60 - 64;<5;x;
2007;Plazenta (C58);65 - 69;<5;x;
2007;Plazenta (C58);70 - 74;<5;x;
2007;Plazenta (C58);75 - 79;<5;x;
2007;Plazenta (C58);80 - 84;<5;x;
2007;Plazenta (C58);85+;<5;x;
2007;Penis (C60);0 - 4;x;<5;
2007;Penis (C60);5 - 9;x;<5;
2007;Penis (C60);10 - 14;x;<5;
2007;Penis (C60);15 - 19;x;<5;
2007;Penis (C60);20 - 24;x;<5;
2007;Penis (C60);25 - 29;x;<5;
2007;Penis (C60);30 - 34;x;5;
2007;Penis (C60);35 - 39;x;11;
2007;Penis (C60);40 - 44;x;20;
2007;Penis (C60);45 - 49;x;33;
2007;Penis (C60);50 - 54;x;50;
2007;Penis (C60);55 - 59;x;63;
2007;Penis (C60);60 - 64;x;98;
2007;Penis (C60);65 - 69;x;114;
2007;Penis (C60);70 - 74;x;122;
2007;Penis (C60);75 - 79;x;87;
2007;Penis (C60);80 - 84;x;81;
2007;Penis (C60);85+;x;71;
2007;Prostata (C61);0 - 4;x;<5;
2007;Prostata (C61);5 - 9;x;<5;
2007;Prostata (C61);10 - 14;x;<5;
2007;Prostata (C61);15 - 19;x;<5;
2007;Prostata (C61);20 - 24;x;<5;
2007;Prostata (C61);25 - 29;x;<5;
2007;Prostata (C61);30 - 34;x;<5;
2007;Prostata (C61);35 - 39;x;13;
2007;Prostata (C61);40 - 44;x;102;
2007;Prostata (C61);45 - 49;x;635;
2007;Prostata (C61);50 - 54;x;2.020;
2007;Prostata (C61);55 - 59;x;5.139;
2007;Prostata (C61);60 - 64;x;9.398;
2007;Prostata (C61);65 - 69;x;17.983;
2007;Prostata (C61);70 - 74;x;16.229;
2007;Prostata (C61);75 - 79;x;11.487;
2007;Prostata (C61);80 - 84;x;6.104;
2007;Prostata (C61);85+;x;3.967;
2007;Hoden (C62);0 - 4;x;6;
2007;Hoden (C62);5 - 9;x;<5;
2007;Hoden (C62);10 - 14;x;<5;
2007;Hoden (C62);15 - 19;x;112;
2007;Hoden (C62);20 - 24;x;383;
2007;Hoden (C62);25 - 29;x;584;
2007;Hoden (C62);30 - 34;x;609;
2007;Hoden (C62);35 - 39;x;799;
2007;Hoden (C62);40 - 44;x;803;
2007;Hoden (C62);45 - 49;x;463;
2007;Hoden (C62);50 - 54;x;246;
2007;Hoden (C62);55 - 59;x;124;
2007;Hoden (C62);60 - 64;x;92;
2007;Hoden (C62);65 - 69;x;60;
2007;Hoden (C62);70 - 74;x;42;
2007;Hoden (C62);75 - 79;x;20;
2007;Hoden (C62);80 - 84;x;17;
2007;Hoden (C62);85+;x;19;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);0 - 4;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);5 - 9;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);10 - 14;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);15 - 19;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);20 - 24;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);25 - 29;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);30 - 34;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);35 - 39;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);40 - 44;x;<5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);45 - 49;x;6;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);50 - 54;x;6;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);55 - 59;x;5;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);60 - 64;x;9;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);65 - 69;x;15;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);70 - 74;x;17;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);75 - 79;x;12;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);80 - 84;x;13;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);85+;x;13;
2007;Niere (C64);0 - 4;33;38;
2007;Niere (C64);5 - 9;16;15;
2007;Niere (C64);10 - 14;<5;<5;
2007;Niere (C64);15 - 19;<5;<5;
2007;Niere (C64);20 - 24;5;7;
2007;Niere (C64);25 - 29;18;18;
2007;Niere (C64);30 - 34;23;42;
2007;Niere (C64);35 - 39;62;146;
2007;Niere (C64);40 - 44;146;266;
2007;Niere (C64);45 - 49;197;507;
2007;Niere (C64);50 - 54;318;689;
2007;Niere (C64);55 - 59;487;1.061;
2007;Niere (C64);60 - 64;539;1.105;
2007;Niere (C64);65 - 69;967;1.971;
2007;Niere (C64);70 - 74;1.089;1.751;
2007;Niere (C64);75 - 79;1.019;1.292;
2007;Niere (C64);80 - 84;798;684;
2007;Niere (C64);85+;534;293;
2007;Nierenbecken (C65);0 - 4;<5;<5;
2007;Nierenbecken (C65);5 - 9;<5;<5;
2007;Nierenbecken (C65);10 - 14;<5;<5;
2007;Nierenbecken (C65);15 - 19;<5;<5;
2007;Nierenbecken (C65);20 - 24;<5;<5;
2007;Nierenbecken (C65);25 - 29;<5;<5;
2007;Nierenbecken (C65);30 - 34;<5;<5;
2007;Nierenbecken (C65);35 - 39;<5;5;
2007;Nierenbecken (C65);40 - 44;5;9;
2007;Nierenbecken (C65);45 - 49;7;18;
2007;Nierenbecken (C65);50 - 54;15;27;
2007;Nierenbecken (C65);55 - 59;27;48;
2007;Nierenbecken (C65);60 - 64;38;63;
2007;Nierenbecken (C65);65 - 69;82;127;
2007;Nierenbecken (C65);70 - 74;99;142;
2007;Nierenbecken (C65);75 - 79;117;130;
2007;Nierenbecken (C65);80 - 84;108;88;
2007;Nierenbecken (C65);85+;66;48;
2007;Harnleiter (C66);0 - 4;<5;<5;
2007;Harnleiter (C66);5 - 9;<5;<5;
2007;Harnleiter (C66);10 - 14;<5;<5;
2007;Harnleiter (C66);15 - 19;<5;<5;
2007;Harnleiter (C66);20 - 24;<5;<5;
2007;Harnleiter (C66);25 - 29;<5;<5;
2007;Harnleiter (C66);30 - 34;<5;<5;
2007;Harnleiter (C66);35 - 39;<5;<5;
2007;Harnleiter (C66);40 - 44;<5;<5;
2007;Harnleiter (C66);45 - 49;<5;6;
2007;Harnleiter (C66);50 - 54;9;11;
2007;Harnleiter (C66);55 - 59;12;25;
2007;Harnleiter (C66);60 - 64;18;34;
2007;Harnleiter (C66);65 - 69;28;70;
2007;Harnleiter (C66);70 - 74;47;89;
2007;Harnleiter (C66);75 - 79;54;80;
2007;Harnleiter (C66);80 - 84;46;49;
2007;Harnleiter (C66);85+;37;31;
2007;Harnblase (C67);0 - 4;<5;<5;
2007;Harnblase (C67);5 - 9;<5;<5;
2007;Harnblase (C67);10 - 14;<5;<5;
2007;Harnblase (C67);15 - 19;<5;<5;
2007;Harnblase (C67);20 - 24;<5;5;
2007;Harnblase (C67);25 - 29;5;5;
2007;Harnblase (C67);30 - 34;9;13;
2007;Harnblase (C67);35 - 39;19;36;
2007;Harnblase (C67);40 - 44;52;85;
2007;Harnblase (C67);45 - 49;83;235;
2007;Harnblase (C67);50 - 54;134;481;
2007;Harnblase (C67);55 - 59;270;771;
2007;Harnblase (C67);60 - 64;319;1.000;
2007;Harnblase (C67);65 - 69;587;2.105;
2007;Harnblase (C67);70 - 74;703;2.268;
2007;Harnblase (C67);75 - 79;808;2.304;
2007;Harnblase (C67);80 - 84;876;1.841;
2007;Harnblase (C67);85+;977;1.194;
2007;sonstg./n.n.bez. Harnorgane (C68);0 - 4;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);5 - 9;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);10 - 14;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);15 - 19;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);20 - 24;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);25 - 29;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);30 - 34;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);35 - 39;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);40 - 44;<5;<5;
2007;sonstg./n.n.bez. Harnorgane (C68);45 - 49;<5;7;
2007;sonstg./n.n.bez. Harnorgane (C68);50 - 54;9;12;
2007;sonstg./n.n.bez. Harnorgane (C68);55 - 59;8;22;
2007;sonstg./n.n.bez. Harnorgane (C68);60 - 64;12;33;
2007;sonstg./n.n.bez. Harnorgane (C68);65 - 69;21;54;
2007;sonstg./n.n.bez. Harnorgane (C68);70 - 74;31;69;
2007;sonstg./n.n.bez. Harnorgane (C68);75 - 79;38;84;
2007;sonstg./n.n.bez. Harnorgane (C68);80 - 84;38;68;
2007;sonstg./n.n.bez. Harnorgane (C68);85+;53;61;
2007;Auge (C69);0 - 4;26;29;
2007;Auge (C69);5 - 9;<5;<5;
2007;Auge (C69);10 - 14;<5;<5;
2007;Auge (C69);15 - 19;<5;<5;
2007;Auge (C69);20 - 24;<5;<5;
2007;Auge (C69);25 - 29;7;<5;
2007;Auge (C69);30 - 34;7;6;
2007;Auge (C69);35 - 39;10;9;
2007;Auge (C69);40 - 44;24;22;
2007;Auge (C69);45 - 49;26;33;
2007;Auge (C69);50 - 54;44;37;
2007;Auge (C69);55 - 59;61;39;
2007;Auge (C69);60 - 64;51;67;
2007;Auge (C69);65 - 69;80;90;
2007;Auge (C69);70 - 74;71;73;
2007;Auge (C69);75 - 79;55;66;
2007;Auge (C69);80 - 84;54;35;
2007;Auge (C69);85+;41;30;
2007;Zentrales Nervensystem (C70-C72);0 - 4;47;55;
2007;Zentrales Nervensystem (C70-C72);5 - 9;35;48;
2007;Zentrales Nervensystem (C70-C72);10 - 14;29;42;
2007;Zentrales Nervensystem (C70-C72);15 - 19;34;46;
2007;Zentrales Nervensystem (C70-C72);20 - 24;45;53;
2007;Zentrales Nervensystem (C70-C72);25 - 29;105;100;
2007;Zentrales Nervensystem (C70-C72);30 - 34;82;101;
2007;Zentrales Nervensystem (C70-C72);35 - 39;124;127;
2007;Zentrales Nervensystem (C70-C72);40 - 44;191;229;
2007;Zentrales Nervensystem (C70-C72);45 - 49;186;269;
2007;Zentrales Nervensystem (C70-C72);50 - 54;230;293;
2007;Zentrales Nervensystem (C70-C72);55 - 59;294;327;
2007;Zentrales Nervensystem (C70-C72);60 - 64;261;401;
2007;Zentrales Nervensystem (C70-C72);65 - 69;484;566;
2007;Zentrales Nervensystem (C70-C72);70 - 74;425;486;
2007;Zentrales Nervensystem (C70-C72);75 - 79;376;398;
2007;Zentrales Nervensystem (C70-C72);80 - 84;294;213;
2007;Zentrales Nervensystem (C70-C72);85+;225;138;
2007;Schilddrüse (C73);0 - 4;<5;<5;
2007;Schilddrüse (C73);5 - 9;<5;<5;
2007;Schilddrüse (C73);10 - 14;5;7;
2007;Schilddrüse (C73);15 - 19;51;17;
2007;Schilddrüse (C73);20 - 24;81;31;
2007;Schilddrüse (C73);25 - 29;179;46;
2007;Schilddrüse (C73);30 - 34;228;85;
2007;Schilddrüse (C73);35 - 39;420;132;
2007;Schilddrüse (C73);40 - 44;524;195;
2007;Schilddrüse (C73);45 - 49;513;156;
2007;Schilddrüse (C73);50 - 54;488;195;
2007;Schilddrüse (C73);55 - 59;449;216;
2007;Schilddrüse (C73);60 - 64;312;193;
2007;Schilddrüse (C73);65 - 69;453;252;
2007;Schilddrüse (C73);70 - 74;280;161;
2007;Schilddrüse (C73);75 - 79;212;130;
2007;Schilddrüse (C73);80 - 84;126;29;
2007;Schilddrüse (C73);85+;102;24;
2007;Nebenniere (C74);0 - 4;28;25;
2007;Nebenniere (C74);5 - 9;<5;<5;
2007;Nebenniere (C74);10 - 14;<5;<5;
2007;Nebenniere (C74);15 - 19;<5;<5;
2007;Nebenniere (C74);20 - 24;<5;<5;
2007;Nebenniere (C74);25 - 29;<5;<5;
2007;Nebenniere (C74);30 - 34;6;<5;
2007;Nebenniere (C74);35 - 39;7;7;
2007;Nebenniere (C74);40 - 44;11;6;
2007;Nebenniere (C74);45 - 49;10;11;
2007;Nebenniere (C74);50 - 54;15;12;
2007;Nebenniere (C74);55 - 59;17;14;
2007;Nebenniere (C74);60 - 64;21;13;
2007;Nebenniere (C74);65 - 69;22;17;
2007;Nebenniere (C74);70 - 74;19;15;
2007;Nebenniere (C74);75 - 79;14;11;
2007;Nebenniere (C74);80 - 84;12;7;
2007;Nebenniere (C74);85+;8;5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);0 - 4;<5;<5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);5 - 9;<5;<5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);10 - 14;<5;<5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);15 - 19;<5;5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);20 - 24;<5;<5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);25 - 29;<5;<5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);30 - 34;<5;<5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);35 - 39;<5;5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);40 - 44;<5;5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);45 - 49;<5;8;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);50 - 54;7;<5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);55 - 59;7;5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);60 - 64;5;9;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);65 - 69;11;13;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);70 - 74;9;8;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);75 - 79;8;9;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);80 - 84;7;<5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);85+;<5;<5;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);0 - 4;<5;<5;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);5 - 9;<5;<5;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);10 - 14;<5;<5;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);15 - 19;<5;8;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);20 - 24;8;10;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);25 - 29;11;12;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);30 - 34;16;17;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);35 - 39;41;42;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);40 - 44;87;106;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);45 - 49;149;203;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);50 - 54;178;323;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);55 - 59;320;488;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);60 - 64;324;530;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);65 - 69;579;968;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);70 - 74;724;828;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);75 - 79;890;862;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);80 - 84;1.211;626;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);85+;1.581;633;
2007;Morbus Hodgkin (C81);0 - 4;<5;<5;
2007;Morbus Hodgkin (C81);5 - 9;7;16;
2007;Morbus Hodgkin (C81);10 - 14;30;24;
2007;Morbus Hodgkin (C81);15 - 19;91;90;
2007;Morbus Hodgkin (C81);20 - 24;103;110;
2007;Morbus Hodgkin (C81);25 - 29;107;124;
2007;Morbus Hodgkin (C81);30 - 34;76;101;
2007;Morbus Hodgkin (C81);35 - 39;88;115;
2007;Morbus Hodgkin (C81);40 - 44;73;120;
2007;Morbus Hodgkin (C81);45 - 49;51;90;
2007;Morbus Hodgkin (C81);50 - 54;42;82;
2007;Morbus Hodgkin (C81);55 - 59;50;76;
2007;Morbus Hodgkin (C81);60 - 64;41;66;
2007;Morbus Hodgkin (C81);65 - 69;61;95;
2007;Morbus Hodgkin (C81);70 - 74;53;87;
2007;Morbus Hodgkin (C81);75 - 79;55;53;
2007;Morbus Hodgkin (C81);80 - 84;43;34;
2007;Morbus Hodgkin (C81);85+;30;15;
2007;Non-Hodgkin-Lymphome (C82-C88);0 - 4;<5;13;
2007;Non-Hodgkin-Lymphome (C82-C88);5 - 9;14;40;
2007;Non-Hodgkin-Lymphome (C82-C88);10 - 14;10;29;
2007;Non-Hodgkin-Lymphome (C82-C88);15 - 19;30;46;
2007;Non-Hodgkin-Lymphome (C82-C88);20 - 24;64;64;
2007;Non-Hodgkin-Lymphome (C82-C88);25 - 29;72;71;
2007;Non-Hodgkin-Lymphome (C82-C88);30 - 34;74;119;
2007;Non-Hodgkin-Lymphome (C82-C88);35 - 39;110;222;
2007;Non-Hodgkin-Lymphome (C82-C88);40 - 44;219;312;
2007;Non-Hodgkin-Lymphome (C82-C88);45 - 49;300;380;
2007;Non-Hodgkin-Lymphome (C82-C88);50 - 54;411;555;
2007;Non-Hodgkin-Lymphome (C82-C88);55 - 59;606;671;
2007;Non-Hodgkin-Lymphome (C82-C88);60 - 64;695;804;
2007;Non-Hodgkin-Lymphome (C82-C88);65 - 69;1.170;1.337;
2007;Non-Hodgkin-Lymphome (C82-C88);70 - 74;977;1.298;
2007;Non-Hodgkin-Lymphome (C82-C88);75 - 79;1.133;1.167;
2007;Non-Hodgkin-Lymphome (C82-C88);80 - 84;939;728;
2007;Non-Hodgkin-Lymphome (C82-C88);85+;851;504;
2007;Multiples Myelom (C90);0 - 4;<5;<5;
2007;Multiples Myelom (C90);5 - 9;<5;<5;
2007;Multiples Myelom (C90);10 - 14;<5;<5;
2007;Multiples Myelom (C90);15 - 19;<5;<5;
2007;Multiples Myelom (C90);20 - 24;<5;<5;
2007;Multiples Myelom (C90);25 - 29;<5;<5;
2007;Multiples Myelom (C90);30 - 34;<5;9;
2007;Multiples Myelom (C90);35 - 39;19;20;
2007;Multiples Myelom (C90);40 - 44;40;64;
2007;Multiples Myelom (C90);45 - 49;80;127;
2007;Multiples Myelom (C90);50 - 54;134;166;
2007;Multiples Myelom (C90);55 - 59;197;255;
2007;Multiples Myelom (C90);60 - 64;257;356;
2007;Multiples Myelom (C90);65 - 69;507;616;
2007;Multiples Myelom (C90);70 - 74;521;623;
2007;Multiples Myelom (C90);75 - 79;507;538;
2007;Multiples Myelom (C90);80 - 84;504;356;
2007;Multiples Myelom (C90);85+;333;192;
2007;Leukämien (C91-C95);0 - 4;150;151;
2007;Leukämien (C91-C95);5 - 9;60;81;
2007;Leukämien (C91-C95);10 - 14;48;71;
2007;Leukämien (C91-C95);15 - 19;36;71;
2007;Leukämien (C91-C95);20 - 24;60;52;
2007;Leukämien (C91-C95);25 - 29;47;81;
2007;Leukämien (C91-C95);30 - 34;47;46;
2007;Leukämien (C91-C95);35 - 39;97;128;
2007;Leukämien (C91-C95);40 - 44;130;214;
2007;Leukämien (C91-C95);45 - 49;214;282;
2007;Leukämien (C91-C95);50 - 54;245;390;
2007;Leukämien (C91-C95);55 - 59;364;558;
2007;Leukämien (C91-C95);60 - 64;407;637;
2007;Leukämien (C91-C95);65 - 69;769;1.087;
2007;Leukämien (C91-C95);70 - 74;781;1.238;
2007;Leukämien (C91-C95);75 - 79;945;1.092;
2007;Leukämien (C91-C95);80 - 84;831;746;
2007;Leukämien (C91-C95);85+;812;519;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);0 - 4;<5;<5;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);5 - 9;<5;<5;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);10 - 14;<5;<5;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);15 - 19;<5;5;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);20 - 24;<5;<5;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);25 - 29;<5;5;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);30 - 34;<5;<5;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);35 - 39;<5;5;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);40 - 44;<5;8;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);45 - 49;5;6;
